Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Customer_no,Segment,Segment_no,Country,City,State,State_no,Postal Code,Region,Region_no,Product ID,Category,Category_no,Sub-Category,Sub-Category_no,Product Name,Product Name_no,Sales,Quantity,Discount,Profit,Returned
9898,CA-2016-112830,06/06/2016,10/06/2016,Standard Class,LP-17095,Liz Preis,160,Consumer,1,United States,Fairfield,Ohio,34,45014,East,3,FUR-FU-10004306,Furniture,1,Furnishings,5,Electrix Halogen Magnifier Lamp,595,466.32,3,0.2,34.974,FALSE
4402,CA-2016-131737,17/03/2016,17/03/2016,Same Day,GZ-14470,Gary Zandusky,41,Consumer,1,United States,Columbia,Maryland,19,21044,East,3,FUR-FU-10004306,Furniture,1,Furnishings,5,Electrix Halogen Magnifier Lamp,595,971.5,5,0,252.59,FALSE
4359,CA-2017-162565,11/12/2017,11/12/2017,Same Day,RR-19315,Ralph Ritter,596,Consumer,1,United States,Aurora,Illinois,12,60505,Central,4,FUR-FU-10004306,Furniture,1,Furnishings,5,Electrix Halogen Magnifier Lamp,595,77.72,1,0.6,-66.062,FALSE
769,CA-2014-106810,14/05/2014,20/05/2014,Standard Class,AJ-10795,Anthony Johnson,526,Corporate,2,United States,Saint Petersburg,Florida,9,33710,South,1,FUR-FU-10004306,Furniture,1,Furnishings,5,Electrix Halogen Magnifier Lamp,595,310.88,2,0.2,23.316,FALSE
6977,CA-2015-112144,28/06/2015,02/07/2015,Standard Class,CY-12745,Craig Yedwab,7,Corporate,2,United States,Gilbert,Arizona,2,85234,West,2,FUR-FU-10004306,Furniture,1,Furnishings,5,Electrix Halogen Magnifier Lamp,595,621.76,4,0.2,46.632,TRUE
1820,US-2014-130379,25/05/2014,29/05/2014,Standard Class,JL-15235,Janet Lee,285,Consumer,1,United States,Chicago,Illinois,12,60623,Central,4,FUR-FU-10002553,Furniture,1,Furnishings,5,"Electrix Incandescent Magnifying Lamp, Black",596,29.32,2,0.6,-24.189,FALSE
6002,CA-2014-124079,13/12/2014,17/12/2014,Standard Class,RF-19345,Randy Ferguson,68,Corporate,2,United States,Phoenix,Arizona,2,85023,West,2,FUR-FU-10002553,Furniture,1,Furnishings,5,"Electrix Incandescent Magnifying Lamp, Black",596,87.96,3,0.2,7.6965,FALSE
6244,CA-2016-165561,24/11/2016,28/11/2016,Standard Class,CR-12580,Clay Rozendal,75,Home Office,3,United States,Bellevue,Washington,46,98006,West,2,OFF-SU-10004782,Office Supplies,2,Supplies,11,"Elite 5"" Scissors",597,25.35,3,0,7.605,FALSE
5995,CA-2016-162187,11/12/2016,11/12/2016,Same Day,NS-18640,Noel Staavos,230,Corporate,2,United States,Columbus,Ohio,34,43229,East,3,OFF-SU-10004782,Office Supplies,2,Supplies,11,"Elite 5"" Scissors",597,13.52,2,0.2,1.69,FALSE
7383,CA-2016-105732,13/09/2016,18/09/2016,Standard Class,AG-10270,Alejandro Grove,371,Consumer,1,United States,Omaha,Nebraska,26,68104,Central,4,OFF-SU-10004782,Office Supplies,2,Supplies,11,"Elite 5"" Scissors",597,16.9,2,0,5.07,FALSE
7885,CA-2017-118017,03/12/2017,06/12/2017,Second Class,LC-16870,Lena Cacioppo,459,Consumer,1,United States,Thornton,Colorado,5,80229,West,2,OFF-SU-10004782,Office Supplies,2,Supplies,11,"Elite 5"" Scissors",597,47.32,7,0.2,5.915,FALSE
4748,CA-2016-120005,03/03/2016,03/03/2016,Same Day,TS-21160,Theresa Swint,500,Corporate,2,United States,San Francisco,California,4,94110,West,2,OFF-SU-10004782,Office Supplies,2,Supplies,11,"Elite 5"" Scissors",597,25.35,3,0,7.605,FALSE
3760,CA-2015-167745,18/09/2015,23/09/2015,Standard Class,GB-14530,George Bell,408,Corporate,2,United States,Los Angeles,California,4,90049,West,2,OFF-SU-10004782,Office Supplies,2,Supplies,11,"Elite 5"" Scissors",597,16.9,2,0,5.07,FALSE
3661,CA-2016-161676,18/07/2016,23/07/2016,Standard Class,JP-15460,Jennifer Patt,44,Corporate,2,United States,Glendale,Arizona,2,85301,West,2,OFF-SU-10004782,Office Supplies,2,Supplies,11,"Elite 5"" Scissors",597,33.8,5,0.2,4.225,FALSE
2829,CA-2016-124149,23/04/2016,26/04/2016,First Class,MJ-17740,Max Jones,489,Consumer,1,United States,Lancaster,Ohio,34,43130,East,3,OFF-PA-10002421,Office Supplies,2,Paper,1,Embossed Ink Jet Note Cards,598,108.336,6,0.2,37.9176,FALSE
9283,CA-2016-160486,30/12/2016,04/01/2017,Standard Class,EH-14185,Evan Henry,763,Consumer,1,United States,West Palm Beach,Florida,9,33407,South,1,OFF-PA-10002421,Office Supplies,2,Paper,1,Embossed Ink Jet Note Cards,598,72.224,4,0.2,25.2784,FALSE
4972,US-2016-153815,06/11/2016,09/11/2016,First Class,KL-16555,Kelly Lampkin,635,Corporate,2,United States,Jacksonville,Florida,9,32216,South,1,OFF-PA-10002421,Office Supplies,2,Paper,1,Embossed Ink Jet Note Cards,598,36.112,2,0.2,12.6392,FALSE
5042,CA-2016-158694,10/11/2016,13/11/2016,Second Class,AI-10855,Arianne Irving,439,Consumer,1,United States,Los Angeles,California,4,90036,West,2,OFF-PA-10002421,Office Supplies,2,Paper,1,Embossed Ink Jet Note Cards,598,67.71,3,0,32.5008,FALSE
1015,US-2015-126214,21/12/2015,24/12/2015,Second Class,JS-15880,John Stevenson,610,Consumer,1,United States,Seattle,Washington,46,98103,West,2,TEC-AC-10003198,Technology,3,Accessories,13,Enermax Acrylux Wireless Keyboard,599,99.6,1,0,36.852,TRUE
5054,CA-2015-141243,03/01/2015,08/01/2015,Second Class,AH-10465,Amy Hunt,326,Consumer,1,United States,Dallas,Texas,42,75217,Central,4,TEC-AC-10003198,Technology,3,Accessories,13,Enermax Acrylux Wireless Keyboard,599,398.4,5,0.2,84.66,FALSE
5443,CA-2015-148712,17/04/2015,23/04/2015,Standard Class,JM-15535,Jessica Myrick,650,Consumer,1,United States,New York City,New York,31,10035,East,3,TEC-AC-10003198,Technology,3,Accessories,13,Enermax Acrylux Wireless Keyboard,599,99.6,1,0,36.852,FALSE
8285,CA-2015-154284,21/12/2015,26/12/2015,Second Class,SZ-20035,Sam Zeldin,200,Home Office,3,United States,Saint Charles,Illinois,12,60174,Central,4,TEC-AC-10003198,Technology,3,Accessories,13,Enermax Acrylux Wireless Keyboard,599,637.44,8,0.2,135.456,FALSE
4976,CA-2015-142202,18/09/2015,23/09/2015,Second Class,JR-16210,Justin Ritter,764,Corporate,2,United States,Jacksonville,Florida,9,32216,South,1,TEC-AC-10003198,Technology,3,Accessories,13,Enermax Acrylux Wireless Keyboard,599,717.12,9,0.2,152.388,FALSE
8339,CA-2014-153087,27/12/2014,03/01/2015,Standard Class,TC-20980,Tamara Chand,232,Corporate,2,United States,Decatur,Alabama,1,35601,South,1,TEC-AC-10003198,Technology,3,Accessories,13,Enermax Acrylux Wireless Keyboard,599,498,5,0,184.26,FALSE
541,CA-2014-140795,01/02/2014,03/02/2014,First Class,BD-11500,Bradley Drucker,499,Consumer,1,United States,Green Bay,Wisconsin,48,54302,Central,4,TEC-AC-10001432,Technology,3,Accessories,13,Enermax Aurora Lite Keyboard,600,468.9,6,0,206.316,FALSE
5631,CA-2014-127614,11/02/2014,15/02/2014,Standard Class,NF-18385,Natalie Fritzler,400,Consumer,1,United States,Chesapeake,Virginia,45,23320,South,1,TEC-AC-10001432,Technology,3,Accessories,13,Enermax Aurora Lite Keyboard,600,234.45,3,0,103.158,FALSE
2308,CA-2017-116225,05/11/2017,09/11/2017,Standard Class,SV-20935,Susan Vittorini,511,Consumer,1,United States,New York City,New York,31,10009,East,3,TEC-AC-10001432,Technology,3,Accessories,13,Enermax Aurora Lite Keyboard,600,390.75,5,0,171.93,FALSE
1224,CA-2016-126004,04/12/2016,05/12/2016,First Class,BM-11140,Becky Martin,680,Consumer,1,United States,New York City,New York,31,10024,East,3,TEC-AC-10001432,Technology,3,Accessories,13,Enermax Aurora Lite Keyboard,600,78.15,1,0,34.386,FALSE
6077,CA-2016-151561,01/09/2016,07/09/2016,Standard Class,PG-18820,Patrick Gardner,74,Consumer,1,United States,New York City,New York,31,10011,East,3,TEC-AC-10001432,Technology,3,Accessories,13,Enermax Aurora Lite Keyboard,600,468.9,6,0,206.316,FALSE
4521,CA-2014-109491,20/02/2014,26/02/2014,Standard Class,LC-16930,Linda Cazamias,735,Corporate,2,United States,Richmond,Indiana,13,47374,Central,4,TEC-AC-10001284,Technology,3,Accessories,13,Enermax Briskie RF Wireless Keyboard and Mouse Combo,601,62.31,3,0,22.4316,FALSE
6273,CA-2017-149706,11/12/2017,12/12/2017,First Class,AS-10285,Alejandro Savely,478,Corporate,2,United States,Palatine,Illinois,12,60067,Central,4,TEC-AC-10001284,Technology,3,Accessories,13,Enermax Briskie RF Wireless Keyboard and Mouse Combo,601,116.312,7,0.2,23.2624,FALSE
1936,CA-2017-101245,27/11/2017,03/12/2017,Standard Class,LW-16990,Lindsay Williams,634,Corporate,2,United States,San Francisco,California,4,94109,West,2,TEC-AC-10001284,Technology,3,Accessories,13,Enermax Briskie RF Wireless Keyboard and Mouse Combo,601,166.16,8,0,59.8176,FALSE
4711,CA-2017-138149,29/06/2017,30/06/2017,First Class,WB-21850,William Brown,6,Consumer,1,United States,Los Angeles,California,4,90049,West,2,TEC-AC-10001284,Technology,3,Accessories,13,Enermax Briskie RF Wireless Keyboard and Mouse Combo,601,62.31,3,0,22.4316,FALSE
9885,CA-2014-112291,03/04/2014,08/04/2014,Standard Class,KE-16420,Katrina Edelman,633,Corporate,2,United States,Los Angeles,California,4,90008,West,2,TEC-AC-10001284,Technology,3,Accessories,13,Enermax Briskie RF Wireless Keyboard and Mouse Combo,601,62.31,3,0,22.4316,FALSE
3000,CA-2014-138317,21/06/2014,25/06/2014,Standard Class,NW-18400,Natalie Webber,481,Consumer,1,United States,Philadelphia,Pennsylvania,37,19120,East,3,TEC-MA-10004521,Technology,3,Machines,8,Epson Perfection V600 Photo Scanner,602,206.991,3,0.7,-172.4925,FALSE
7289,CA-2014-158281,02/09/2014,07/09/2014,Standard Class,AG-10525,Andy Gerbode,251,Corporate,2,United States,Houston,Texas,42,77095,Central,4,TEC-MA-10002210,Technology,3,Machines,8,Epson TM-T88V Direct Thermal Printer - Monochrome - Desktop,603,559.71,3,0.4,-121.2705,FALSE
2629,US-2017-165344,13/11/2017,15/11/2017,First Class,SB-20290,Sean Braxton,299,Corporate,2,United States,Springfield,Ohio,34,45503,East,3,TEC-MA-10002210,Technology,3,Machines,8,Epson TM-T88V Direct Thermal Printer - Monochrome - Desktop,603,652.995,7,0.7,-935.9595,FALSE
4135,CA-2014-128839,08/09/2014,13/09/2014,Standard Class,TT-21070,Ted Trevino,409,Consumer,1,United States,Chesapeake,Virginia,45,23320,South,1,TEC-MA-10000029,Technology,3,Machines,8,"Epson WorkForce WF-2530 All-in-One Printer, Copier Scanner",604,209.97,3,0,90.2871,FALSE
428,CA-2014-101476,12/09/2014,13/09/2014,First Class,SD-20485,Shirley Daniels,322,Home Office,3,United States,New Rochelle,New York,31,10801,East,3,TEC-MA-10000029,Technology,3,Machines,8,"Epson WorkForce WF-2530 All-in-One Printer, Copier Scanner",604,69.99,1,0,30.0957,FALSE
262,US-2017-155299,08/06/2017,12/06/2017,Standard Class,Dl-13600,Dorris liebe,564,Corporate,2,United States,Pasadena,Texas,42,77506,Central,4,OFF-AP-10002203,Office Supplies,2,Appliances,3,Eureka Disposable Bags for Sanitaire Vibra Groomer I Upright Vac,605,1.624,2,0.8,-4.466,FALSE
9605,CA-2015-138625,02/11/2015,05/11/2015,First Class,EG-13900,Emily Grady,597,Consumer,1,United States,Chesapeake,Virginia,45,23320,South,1,OFF-AP-10003099,Office Supplies,2,Appliances,3,"Eureka Hand Vacuum, Bagless",606,197.72,4,0,55.3616,FALSE
2581,US-2014-155502,26/01/2014,31/01/2014,Standard Class,SD-20485,Shirley Daniels,322,Home Office,3,United States,Alexandria,Virginia,45,22304,South,1,OFF-PA-10003072,Office Supplies,2,Paper,1,"Eureka Recycled Copy Paper 8 1/2"" x 11"", Ream",607,19.44,3,0,9.3312,FALSE
7760,CA-2016-158925,24/10/2016,28/10/2016,Standard Class,JP-15460,Jennifer Patt,44,Corporate,2,United States,Houston,Texas,42,77041,Central,4,OFF-PA-10003072,Office Supplies,2,Paper,1,"Eureka Recycled Copy Paper 8 1/2"" x 11"", Ream",607,15.552,3,0.2,5.4432,FALSE
3367,CA-2014-165379,09/07/2014,15/07/2014,Standard Class,BM-11650,Brian Moss,164,Corporate,2,United States,Dallas,Texas,42,75217,Central,4,OFF-PA-10003072,Office Supplies,2,Paper,1,"Eureka Recycled Copy Paper 8 1/2"" x 11"", Ream",607,10.368,2,0.2,3.6288,FALSE
4153,CA-2017-100160,07/09/2017,11/09/2017,Standard Class,CB-12025,Cassandra Brandow,128,Consumer,1,United States,Philadelphia,Pennsylvania,37,19134,East,3,OFF-PA-10003072,Office Supplies,2,Paper,1,"Eureka Recycled Copy Paper 8 1/2"" x 11"", Ream",607,15.552,3,0.2,5.4432,FALSE
9964,CA-2015-143700,26/07/2015,26/07/2015,Same Day,AS-10240,Alan Shonely,34,Consumer,1,United States,Philadelphia,Pennsylvania,37,19140,East,3,OFF-PA-10003072,Office Supplies,2,Paper,1,"Eureka Recycled Copy Paper 8 1/2"" x 11"", Ream",607,10.368,2,0.2,3.6288,FALSE
1315,CA-2016-145919,18/12/2016,23/12/2016,Standard Class,HG-14965,Henry Goldwyn,146,Corporate,2,United States,Los Angeles,California,4,90032,West,2,OFF-PA-10003072,Office Supplies,2,Paper,1,"Eureka Recycled Copy Paper 8 1/2"" x 11"", Ream",607,38.88,6,0,18.6624,TRUE
204,US-2017-116701,17/12/2017,21/12/2017,Second Class,LC-17140,Logan Currie,255,Consumer,1,United States,Dallas,Texas,42,75220,Central,4,OFF-AP-10003217,Office Supplies,2,Appliances,3,Eureka Sanitaire  Commercial Upright,608,66.284,2,0.8,-178.9668,FALSE
7398,CA-2014-141649,30/09/2014,30/09/2014,Same Day,DM-12955,Dario Medina,227,Corporate,2,United States,Fairfield,Ohio,34,45014,East,3,OFF-AP-10003217,Office Supplies,2,Appliances,3,Eureka Sanitaire  Commercial Upright,608,795.408,6,0.2,59.6556,FALSE
2443,CA-2016-146934,22/05/2016,27/05/2016,Standard Class,AF-10870,Art Ferguson,189,Consumer,1,United States,Passaic,New Jersey,29,7055,East,3,OFF-AP-10003217,Office Supplies,2,Appliances,3,Eureka Sanitaire  Commercial Upright,608,662.84,4,0,172.3384,FALSE
2288,US-2017-112928,01/06/2017,05/06/2017,Second Class,BB-10990,Barry Blumstein,140,Corporate,2,United States,Toledo,Ohio,34,43615,East,3,OFF-AP-10002287,Office Supplies,2,Appliances,3,"Eureka Sanitaire  Multi-Pro Heavy-Duty Upright, Disposable Bags",609,17.48,5,0.2,1.311,FALSE
6832,US-2017-123204,21/07/2017,27/07/2017,Standard Class,CS-11860,Cari Schnelling,637,Consumer,1,United States,New York City,New York,31,10024,East,3,OFF-AP-10002287,Office Supplies,2,Appliances,3,"Eureka Sanitaire  Multi-Pro Heavy-Duty Upright, Disposable Bags",609,17.48,4,0,4.5448,FALSE
6481,CA-2017-140872,03/06/2017,10/06/2017,Standard Class,NR-18550,Nick Radford,677,Consumer,1,United States,Pembroke Pines,Florida,9,33024,South,1,OFF-AP-10002287,Office Supplies,2,Appliances,3,"Eureka Sanitaire  Multi-Pro Heavy-Duty Upright, Disposable Bags",609,24.472,7,0.2,1.8354,FALSE
2558,US-2015-112508,24/03/2015,30/03/2015,Standard Class,BP-11185,Ben Peterman,581,Corporate,2,United States,Coral Springs,Florida,9,33065,South,1,OFF-AP-10002287,Office Supplies,2,Appliances,3,"Eureka Sanitaire  Multi-Pro Heavy-Duty Upright, Disposable Bags",609,6.992,2,0.2,0.5244,FALSE
7272,CA-2016-123337,16/09/2016,22/09/2016,Standard Class,KD-16495,Keith Dawkins,272,Corporate,2,United States,San Jose,California,4,95123,West,2,OFF-AP-10002287,Office Supplies,2,Appliances,3,"Eureka Sanitaire  Multi-Pro Heavy-Duty Upright, Disposable Bags",609,17.48,4,0,4.5448,FALSE
7780,CA-2016-139381,18/04/2016,22/04/2016,Standard Class,RF-19840,Roy Französisch,338,Consumer,1,United States,Chesapeake,Virginia,45,23320,South,1,OFF-AP-10001271,Office Supplies,2,Appliances,3,Eureka The Boss Cordless Rechargeable Stick Vac,610,203.92,4,0,55.0584,FALSE
8211,CA-2017-128769,07/09/2017,12/09/2017,Standard Class,DM-12955,Dario Medina,227,Corporate,2,United States,Nashville,Tennessee,41,37211,South,1,OFF-AP-10001271,Office Supplies,2,Appliances,3,Eureka The Boss Cordless Rechargeable Stick Vac,610,81.568,2,0.2,7.1372,FALSE
3181,CA-2017-105235,05/12/2017,11/12/2017,Standard Class,SM-20950,Suzanne McNair,441,Corporate,2,United States,New York City,New York,31,10011,East,3,OFF-AP-10001271,Office Supplies,2,Appliances,3,Eureka The Boss Cordless Rechargeable Stick Vac,610,254.9,5,0,68.823,FALSE
9157,CA-2014-134215,04/08/2014,08/08/2014,Standard Class,ML-17395,Marina Lichtenstein,39,Corporate,2,United States,Bangor,Maine,18,4401,East,3,OFF-AP-10001271,Office Supplies,2,Appliances,3,Eureka The Boss Cordless Rechargeable Stick Vac,610,101.96,2,0,27.5292,FALSE
539,CA-2015-134894,07/12/2015,11/12/2015,Standard Class,DK-12985,Darren Koutras,648,Consumer,1,United States,Henderson,Kentucky,16,42420,South,1,OFF-AP-10001271,Office Supplies,2,Appliances,3,Eureka The Boss Cordless Rechargeable Stick Vac,610,152.94,3,0,41.2938,FALSE
7676,CA-2017-133487,06/05/2017,09/05/2017,Second Class,TS-21655,Trudy Schmidt,653,Consumer,1,United States,Rancho Cucamonga,California,4,91730,West,2,OFF-AP-10001271,Office Supplies,2,Appliances,3,Eureka The Boss Cordless Rechargeable Stick Vac,610,152.94,3,0,41.2938,FALSE
7326,US-2017-128447,10/11/2017,17/11/2017,Standard Class,MC-17845,Michael Chen,591,Consumer,1,United States,Pasco,Washington,46,99301,West,2,OFF-AP-10004540,Office Supplies,2,Appliances,3,"Eureka The Boss Lite 10-Amp Upright Vacuum, Blue",611,400.8,5,0,112.224,FALSE
2365,US-2016-108637,13/03/2016,18/03/2016,Standard Class,AB-10060,Adam Bellavance,215,Home Office,3,United States,Waynesboro,Virginia,45,22980,South,1,OFF-AP-10004540,Office Supplies,2,Appliances,3,"Eureka The Boss Lite 10-Amp Upright Vacuum, Blue",611,160.32,2,0,44.8896,FALSE
5515,CA-2015-103177,30/05/2015,01/06/2015,First Class,EN-13780,Edward Nazzal,755,Consumer,1,United States,New York City,New York,31,10009,East,3,OFF-AP-10004540,Office Supplies,2,Appliances,3,"Eureka The Boss Lite 10-Amp Upright Vacuum, Blue",611,160.32,2,0,44.8896,FALSE
7855,CA-2017-135587,07/12/2017,12/12/2017,Standard Class,BH-11710,Brosina Hoffman,30,Consumer,1,United States,Hattiesburg,Mississippi,23,39401,South,1,OFF-AP-10004540,Office Supplies,2,Appliances,3,"Eureka The Boss Lite 10-Amp Upright Vacuum, Blue",611,320.64,4,0,89.7792,FALSE
4615,CA-2016-144540,05/09/2016,10/09/2016,Standard Class,GH-14410,Gary Hansen,370,Home Office,3,United States,Houston,Texas,42,77070,Central,4,OFF-AP-10002457,Office Supplies,2,Appliances,3,"Eureka The Boss Plus 12-Amp Hard Box Upright Vacuum, Red",612,62.79,3,0.8,-166.3935,FALSE
3638,CA-2016-145177,10/11/2016,14/11/2016,Standard Class,PP-18955,Paul Prost,137,Home Office,3,United States,Springfield,Ohio,34,45503,East,3,OFF-AP-10002457,Office Supplies,2,Appliances,3,"Eureka The Boss Plus 12-Amp Hard Box Upright Vacuum, Red",612,334.88,4,0.2,29.302,FALSE
685,US-2017-168116,04/11/2017,04/11/2017,Same Day,GT-14635,Grant Thornton,333,Corporate,2,United States,Burlington,North Carolina,32,27217,South,1,OFF-AP-10002457,Office Supplies,2,Appliances,3,"Eureka The Boss Plus 12-Amp Hard Box Upright Vacuum, Red",612,167.44,2,0.2,14.651,FALSE
1627,CA-2015-164539,16/11/2015,22/11/2015,Standard Class,PO-19180,Philisse Overcash,509,Home Office,3,United States,New York City,New York,31,10011,East,3,OFF-AP-10002457,Office Supplies,2,Appliances,3,"Eureka The Boss Plus 12-Amp Hard Box Upright Vacuum, Red",612,523.25,5,0,141.2775,FALSE
6985,CA-2016-116526,01/09/2016,05/09/2016,Standard Class,JA-15970,Joseph Airdo,608,Consumer,1,United States,Detroit,Michigan,21,48227,Central,4,OFF-AP-10002457,Office Supplies,2,Appliances,3,"Eureka The Boss Plus 12-Amp Hard Box Upright Vacuum, Red",612,376.74,4,0.1,71.162,FALSE
646,CA-2017-126221,30/12/2017,05/01/2018,Standard Class,CC-12430,Chuck Clark,296,Home Office,3,United States,Columbus,Indiana,13,47201,Central,4,OFF-AP-10002457,Office Supplies,2,Appliances,3,"Eureka The Boss Plus 12-Amp Hard Box Upright Vacuum, Red",612,209.3,2,0,56.511,FALSE
8917,US-2016-144057,09/05/2016,13/05/2016,Standard Class,CV-12805,Cynthia Voltz,567,Corporate,2,United States,Austin,Texas,42,78745,Central,4,OFF-AP-10000390,Office Supplies,2,Appliances,3,Euro Pro Shark Stick Mini Vacuum,613,48.784,4,0.8,-131.7168,TRUE
4997,CA-2017-155824,10/03/2017,15/03/2017,Standard Class,KS-16300,Karen Seio,580,Corporate,2,United States,Raleigh,North Carolina,32,27604,South,1,OFF-AP-10000390,Office Supplies,2,Appliances,3,Euro Pro Shark Stick Mini Vacuum,613,48.784,1,0.2,3.6588,FALSE
5415,US-2017-125647,23/09/2017,28/09/2017,Standard Class,LC-16870,Lena Cacioppo,459,Consumer,1,United States,Chicago,Illinois,12,60653,Central,4,OFF-AP-10000390,Office Supplies,2,Appliances,3,Euro Pro Shark Stick Mini Vacuum,613,73.176,6,0.8,-197.5752,FALSE
5471,CA-2016-158547,30/05/2016,04/06/2016,Standard Class,JM-16195,Justin MacKendrick,191,Consumer,1,United States,Hamilton,Ohio,34,45011,East,3,OFF-AP-10003842,Office Supplies,2,Appliances,3,Euro-Pro Shark Turbo Vacuum,614,123.92,5,0.2,9.294,FALSE
9398,CA-2014-125997,20/09/2014,23/09/2014,First Class,MW-18220,Mitch Webber,229,Consumer,1,United States,New York City,New York,31,10011,East,3,OFF-AP-10003842,Office Supplies,2,Appliances,3,Euro-Pro Shark Turbo Vacuum,614,30.98,1,0,8.0548,FALSE
2212,CA-2016-162313,27/11/2016,30/11/2016,First Class,VB-21745,Victoria Brennan,424,Corporate,2,United States,Lincoln Park,Michigan,21,48146,Central,4,OFF-AP-10003842,Office Supplies,2,Appliances,3,Euro-Pro Shark Turbo Vacuum,614,167.292,6,0.1,29.7408,FALSE
3466,US-2015-147242,10/09/2015,14/09/2015,Standard Class,EH-13765,Edward Hooks,256,Corporate,2,United States,Revere,Massachusetts,20,2151,East,3,OFF-AP-10003842,Office Supplies,2,Appliances,3,Euro-Pro Shark Turbo Vacuum,614,61.96,2,0,16.1096,FALSE
5685,CA-2014-164315,02/04/2014,08/04/2014,Standard Class,RD-19585,Rob Dowd,470,Consumer,1,United States,Athens,Georgia,10,30605,South,1,OFF-AP-10003842,Office Supplies,2,Appliances,3,Euro-Pro Shark Turbo Vacuum,614,154.9,5,0,40.274,FALSE
5958,CA-2016-127138,12/03/2016,15/03/2016,Second Class,DK-13225,Dean Katz,94,Corporate,2,United States,San Francisco,California,4,94109,West,2,OFF-AP-10003842,Office Supplies,2,Appliances,3,Euro-Pro Shark Turbo Vacuum,614,154.9,5,0,40.274,FALSE
3362,US-2015-142020,04/06/2015,08/06/2015,Second Class,TC-21535,Tracy Collins,192,Home Office,3,United States,New York City,New York,31,10024,East,3,FUR-FU-10000672,Furniture,1,Furnishings,5,"Executive Impressions 10"" Spectator Wall Clock",615,35.28,3,0,11.9952,FALSE
5363,CA-2016-122017,29/12/2016,02/01/2017,Standard Class,CD-11920,Carlos Daly,665,Consumer,1,United States,Wichita,Kansas,15,67212,Central,4,FUR-FU-10000672,Furniture,1,Furnishings,5,"Executive Impressions 10"" Spectator Wall Clock",615,70.56,6,0,23.9904,FALSE
6337,CA-2016-165995,30/08/2016,06/09/2016,Standard Class,BG-11740,Bruce Geld,547,Consumer,1,United States,Los Angeles,California,4,90008,West,2,FUR-FU-10000672,Furniture,1,Furnishings,5,"Executive Impressions 10"" Spectator Wall Clock",615,47.04,4,0,15.9936,FALSE
4749,CA-2016-120005,03/03/2016,03/03/2016,Same Day,TS-21160,Theresa Swint,500,Corporate,2,United States,San Francisco,California,4,94110,West,2,FUR-FU-10000672,Furniture,1,Furnishings,5,"Executive Impressions 10"" Spectator Wall Clock",615,35.28,3,0,11.9952,FALSE
4044,CA-2014-110786,29/12/2014,02/01/2015,Standard Class,AJ-10795,Anthony Johnson,526,Corporate,2,United States,San Francisco,California,4,94110,West,2,FUR-FU-10000672,Furniture,1,Furnishings,5,"Executive Impressions 10"" Spectator Wall Clock",615,70.56,6,0,23.9904,TRUE
3927,CA-2014-103940,17/09/2014,21/09/2014,Standard Class,BN-11515,Bradley Nguyen,631,Consumer,1,United States,Seattle,Washington,46,98103,West,2,FUR-FU-10004671,Furniture,1,Furnishings,5,"Executive Impressions 12"" Wall Clock",616,35.34,2,0,13.4292,TRUE
7550,CA-2016-136595,05/09/2016,07/09/2016,First Class,EM-13825,Elizabeth Moffitt,43,Corporate,2,United States,Houston,Texas,42,77036,Central,4,FUR-FU-10004671,Furniture,1,Furnishings,5,"Executive Impressions 12"" Wall Clock",616,21.204,3,0.6,-11.6622,FALSE
6157,CA-2017-151484,20/04/2017,23/04/2017,First Class,CV-12805,Cynthia Voltz,567,Corporate,2,United States,Philadelphia,Pennsylvania,37,19120,East,3,FUR-FU-10004671,Furniture,1,Furnishings,5,"Executive Impressions 12"" Wall Clock",616,42.408,3,0.2,9.5418,FALSE
2972,CA-2017-167941,06/11/2017,09/11/2017,Second Class,JF-15565,Jill Fjeld,9,Consumer,1,United States,Fayetteville,North Carolina,32,28314,South,1,FUR-FU-10004671,Furniture,1,Furnishings,5,"Executive Impressions 12"" Wall Clock",616,28.272,2,0.2,6.3612,FALSE
2591,US-2016-115455,08/09/2016,14/09/2016,Standard Class,SE-20110,Sanjit Engle,355,Consumer,1,United States,Wheeling,Illinois,12,60090,Central,4,FUR-FU-10004671,Furniture,1,Furnishings,5,"Executive Impressions 12"" Wall Clock",616,14.136,2,0.6,-7.7748,FALSE
2743,CA-2014-149244,04/11/2014,08/11/2014,Standard Class,MS-17530,MaryBeth Skach,765,Consumer,1,United States,San Diego,California,4,92037,West,2,FUR-FU-10004671,Furniture,1,Furnishings,5,"Executive Impressions 12"" Wall Clock",616,35.34,2,0,13.4292,FALSE
4957,CA-2014-160262,09/06/2014,13/06/2014,Second Class,TS-21205,Thomas Seio,490,Corporate,2,United States,North Las Vegas,Nevada,27,89031,West,2,FUR-FU-10002685,Furniture,1,Furnishings,5,"Executive Impressions 13-1/2"" Indoor/Outdoor Wall Clock",617,37.4,2,0,14.212,FALSE
2945,CA-2017-126242,19/11/2017,24/11/2017,Standard Class,MC-18100,Mick Crebagga,434,Consumer,1,United States,Los Angeles,California,4,90049,West,2,FUR-FU-10002685,Furniture,1,Furnishings,5,"Executive Impressions 13-1/2"" Indoor/Outdoor Wall Clock",617,18.7,1,0,7.106,FALSE
